the_geom,cartodb_id,ratio,field_6,people_total_f,people_total_m,people_total,village,site_id
,338,3.29401408450704,568.00,1859,1871,"3,730.00",正南里,中和區
,339,2.33853354134165,641.00,1640,1499,"3,139.00",正行里,中和區
,340,3.61954261954262,481.00,1841,1741,"3,582.00",福林里,永和區
,341,2.53860294117647,544.00,1514,1381,"2,895.00",文化里,永和區
,342,4.75977653631285,537.00,2432,2556,"4,988.00",豫溪里,永和區
,344,2.51520912547529,526.00,1459,1323,"2,782.00",仁愛里,永和區
,345,1.96342857142857,875.00,1941,1718,"3,659.00",永貞里,永和區
,346,2.18421052631579,646.00,1492,1411,"2,903.00",永福里,永和區
,347,2.6878612716763,519.00,1677,1395,"3,072.00",民治里,永和區
,348,0.722689075630252,714.00,536,516,"1,052.00",永成里,永和區
,349,0.7136,625.00,413,446,859.00,忠義里,永和區
,350,4.80082135523614,487.00,2719,2338,"5,057.00",永元里,永和區
,351,16.7105263157895,114.00,2006,1905,"3,911.00",秀林里,永和區
,352,34.2056074766355,107.00,4015,3660,"7,675.00",保安里,永和區
,353,3.04487917146145,869.00,2686,2646,"5,332.00",中溪里,永和區
,354,2.76158038147139,734.00,2355,2027,"4,382.00",永安里,永和區
,355,1.48339719029374,"1,566.00",2594,2323,"4,917.00",民族里,永和區
,356,2.40695296523517,978.00,2496,2354,"4,850.00",民權里,永和區
,357,1.43155694879833,957.00,1612,1370,"2,982.00",中興里,永和區
,358,0.690344062153163,901.00,691,622,"1,313.00",勵行里,永和區
,359,2.24617067833698,914.00,2164,2053,"4,217.00",秀朗里,永和區
,360,2.71479500891266,561.00,1560,1523,"3,083.00",秀成里,永和區
,361,4.49765258215962,213.00,1119,958,"2,077.00",上溪里,永和區
,362,2.73809523809524,672.00,1991,1840,"3,831.00",竹林里,永和區
,363,3.39964157706093,558.00,2233,1897,"4,130.00",雙和里,永和區
,364,5.21467391304348,368.00,2209,1919,"4,128.00",安和里,永和區
,365,2.86369958275382,719.00,2246,2059,"4,305.00",水源里,永和區
,366,1.91612903225806,775.00,1577,1485,"3,062.00",協和里,永和區
,367,1.91519434628975,849.00,1776,1626,"3,402.00",河堤里,永和區
,368,1.49210206561361,823.00,1342,1228,"2,570.00",頂溪里,永和區
,369,4.08856088560886,542.00,2659,2216,"4,875.00",潭墘里,永和區
,370,3.40329218106996,729.00,2624,2481,"5,105.00",潭安里,永和區
,371,2.39611650485437,515.00,1504,1234,"2,738.00",大新里,永和區
,372,2.48307692307692,975.00,2713,2421,"5,134.00",保平里,永和區
,373,1.96884128529698,"1,027.00",2248,2022,"4,270.00",民本里,永和區
,374,4.37611408199644,561.00,2571,2455,"5,026.00",民樂里,永和區
,375,0.879478827361564,921.00,965,810,"1,775.00",光復里,永和區
,376,1.52835051546392,776.00,1296,1186,"2,482.00",復興里,永和區
,377,2.3887323943662,"1,065.00",2872,2544,"5,416.00",福和里,永和區
,378,6.25294117647059,340.00,2409,2126,"4,535.00",得和里,永和區
,379,3.2621722846442,534.00,1843,1742,"3,585.00",智光里,永和區
,380,0.371732026143791,"1,224.00",435,455,890.00,新生里,永和區
,381,0.527720739219713,974.00,488,514,"1,002.00",大同里,永和區
,382,1.92278719397363,531.00,1190,1021,"2,211.00",前溪里,永和區
,383,24.56,100.00,2680,2456,"5,136.00",和平里,永和區
,384,11.8762886597938,97.00,1171,1152,"2,323.00",新廍里,永和區
,385,4.78787878787879,429.00,2161,2054,"4,215.00",下溪里,永和區
,386,2.60684647302905,964.00,2727,2513,"5,240.00",秀和里,永和區
,387,3.61220043572985,459.00,1752,1658,"3,410.00",河濱里,永和區
,388,2.7753120665742,721.00,2290,2001,"4,291.00",民生里,永和區
,389,1.27441860465116,"1,075.00",1503,1370,"2,873.00",秀得里,永和區
,390,2.7601246105919,642.00,1942,1772,"3,714.00",上林里,永和區
,391,0.896402877697842,695.00,636,623,"1,259.00",網溪里,永和區
,392,2.17922606924644,491.00,1285,1070,"2,355.00",正興里,永和區
,393,2.16891891891892,740.00,1790,1605,"3,395.00",永興里,永和區
,394,8.5668202764977,217.00,2048,1859,"3,907.00",桂林里,永和區
,395,4.29230769230769,455.00,2400,1953,"4,353.00",店街里,永和區
,396,1.82074074074074,675.00,1473,1229,"2,702.00",信義里,永和區
,397,1.26038781163435,722.00,994,910,"1,904.00",後溪里,永和區
,398,1.86379511059371,859.00,1678,1601,"3,279.00",民富里,永和區
,399,2.83482944344704,557.00,1706,1579,"3,285.00",秀元里,永和區
,400,3.14133333333333,375.00,1404,1178,"2,582.00",永樂里,永和區
,401,10.3245436105477,493.00,5737,5090,"10,827.00",保順里,永和區
,402,4.36750788643533,634.00,2925,2769,"5,694.00",海山里,新莊區
,403,8.29867256637168,452.00,3902,3751,"7,653.00",頭前里,新莊區
,404,0.397350993377483,"2,114.00",805,840,"1,645.00",國泰里,新莊區
,405,2.90839694656489,786.00,2457,2286,"4,743.00",全安里,新莊區
,406,1.60923753665689,"1,364.00",2221,2195,"4,416.00",福基里,新莊區
,407,9.71717171717172,198.00,2016,1924,"3,940.00",豐年里,新莊區
,408,3.89703588143526,641.00,2596,2498,"5,094.00",忠孝里,新莊區
,409,3.05699481865285,772.00,2497,2360,"4,857.00",恆安里,新莊區
,410,7.65254237288136,472.00,3820,3612,"7,432.00",後港里,新莊區
,411,1.4780292942743,751.00,1149,1110,"2,259.00",文衡里,新莊區
,412,3.96010296010296,777.00,3264,3077,"6,341.00",中美里,新莊區
,413,1.42424242424242,"1,122.00",1684,1598,"3,282.00",八德里,新莊區
,414,5.26420454545455,352.00,1875,1853,"3,728.00",興漢里,新莊區
,415,2.858837485172,843.00,2501,2410,"4,911.00",中和里,新莊區
,1032,6,49.00,311,294,605.00,信賢里,烏來區
,416,15.6340782122905,358.00,5670,5597,"11,267.00",西盛里,新莊區
,417,4.97395833333333,576.00,2007,2865,"4,872.00",榮和里,新莊區
,418,3.48516320474777,674.00,2391,2349,"4,740.00",中泰里,新莊區
,419,2.21074380165289,"1,452.00",3119,3210,"6,329.00",瓊林里,新莊區
,420,1.65499124343257,571.00,968,945,"1,913.00",文德里,新莊區
,421,2.12065813528336,547.00,1179,1160,"2,339.00",中誠里,新莊區
,422,5.48401162790698,688.00,3808,3773,"7,581.00",裕民里,新莊區
,423,3.41758241758242,273.00,1025,933,"1,958.00",文明里,新莊區
,424,11.6491228070175,285.00,3497,3320,"6,817.00",中港里,新莊區
,425,1.41065482796892,901.00,1259,1271,"2,530.00",富國里,新莊區
,426,10.0071684587814,279.00,2982,2792,"5,774.00",思源里,新莊區
,427,1.20436507936508,"1,008.00",1259,1214,"2,473.00",立人里,新莊區
,428,8.81553398058252,309.00,2821,2724,"5,545.00",南港里,新莊區
,429,1.94950911640954,713.00,1463,1390,"2,853.00",仁愛里,新莊區
,430,2.86593406593407,455.00,1400,1304,"2,704.00",立德里,新莊區
,431,3.67362924281984,766.00,3037,2814,"5,851.00",信義里,新莊區
,432,9.00344827586207,290.00,2847,2611,"5,458.00",立言里,新莊區
,433,6.6529284164859,461.00,3278,3067,"6,345.00",民安里,新莊區
,434,3.51925820256776,701.00,2578,2467,"5,045.00",和平里,新莊區
,435,2.19306358381503,865.00,2010,1897,"3,907.00",立功里,新莊區
,436,1.97198538367844,821.00,1576,1619,"3,195.00",民本里,新莊區
,437,2.51226158038147,734.00,1819,1844,"3,663.00",化成里,新莊區
,438,4.41810344827586,464.00,2156,2050,"4,206.00",立志里,新莊區
,439,10.1837270341207,381.00,4055,3880,"7,935.00",光華里,新莊區
,440,4.12897196261682,535.00,2259,2209,"4,468.00",思賢里,新莊區
,441,2.2364990689013,537.00,1159,1201,"2,360.00",營盤里,新莊區
,442,2.78271028037383,856.00,2512,2382,"4,894.00",光榮里,新莊區
,443,2.24085365853659,656.00,1377,1470,"2,847.00",自強里,新莊區
,444,11.254691689008,373.00,4325,4198,"8,523.00",丹鳳里,新莊區
,445,4.34181818181818,550.00,2537,2388,"4,925.00",光明里,新莊區
,446,9.60350877192983,285.00,3030,2737,"5,767.00",自立里,新莊區
,447,2.50515463917526,970.00,2409,2430,"4,839.00",合鳳里,新莊區
,448,4.56565656565657,495.00,2387,2260,"4,647.00",幸福里,新莊區
,449,8.3486646884273,674.00,5740,5627,"11,367.00",雙鳳里,新莊區
,450,2.31785714285714,560.00,1377,1298,"2,675.00",自信里,新莊區
,451,8.61078998073218,519.00,4944,4469,"9,413.00",龍鳳里,新莊區
,452,0.924873737373737,"1,584.00",1514,1465,"2,979.00",中華里,新莊區
,453,7.22188449848024,329.00,2514,2376,"4,890.00",中隆里,新莊區
,454,3.69302659956866,"1,391.00",5467,5137,"10,604.00",中原里,新莊區
,455,9.87912087912088,455.00,4762,4495,"9,257.00",中信里,新莊區
,456,3.53560830860534,674.00,2539,2383,"4,922.00",四維里,新莊區
,457,0.84462915601023,"1,564.00",1316,1321,"2,637.00",建福里,新莊區
,458,102.368421052632,19.00,1990,1945,"3,935.00",中宏里,新莊區
,459,1.51030110935024,"1,262.00",1903,1906,"3,809.00",中全里,新莊區
,460,4.43594306049822,562.00,2676,2493,"5,169.00",立泰里,新莊區
,461,7.28571428571429,364.00,2712,2652,"5,364.00",全泰里,新莊區
,462,3.36148648648649,592.00,1980,1990,"3,970.00",仁義里,新莊區
,463,7.07505518763797,453.00,3385,3205,"6,590.00",立基里,新莊區
,464,2.56540084388186,711.00,1970,1824,"3,794.00",昌明里,新莊區
,465,3.04408602150538,930.00,3205,2831,"6,036.00",昌平里,新莊區
,466,3.96590909090909,440.00,1982,1745,"3,727.00",文聖里,新莊區
,467,1.70199275362319,"1,104.00",2057,1879,"3,936.00",萬安里,新莊區
,468,2.22163120567376,564.00,1250,1253,"2,503.00",龍安里,新莊區
,469,1.2365988909427,"1,082.00",1292,1338,"2,630.00",福營里,新莊區
,470,2.53301127214171,621.00,1572,1573,"3,145.00",後德里,新莊區
,471,6.78701825557809,493.00,3543,3346,"6,889.00",建安里,新莊區
,472,7.72289156626506,332.00,2777,2564,"5,341.00",成德里,新莊區
,473,7.57107843137255,408.00,3013,3089,"6,102.00",福興里,新莊區
,474,3.5123339658444,527.00,2076,1851,"3,927.00",昌信里,新莊區
,475,2.13124387855044,"1,021.00",2481,2176,"4,657.00",昌隆里,新莊區
,476,6.97777777777778,630.00,5087,4396,"9,483.00",中平里,新莊區
,477,6.36145952109464,877.00,6185,5579,"11,764.00",立廷里,新莊區
,478,2.10509031198686,609.00,1328,1282,"2,610.00",泰豐里,新莊區
,479,2.78723404255319,705.00,2029,1965,"3,994.00",富民里,新莊區
,480,0.848530519969857,"1,327.00",1258,1126,"2,384.00",龍福里,新莊區
,481,0.63173504695996,"2,023.00",1296,1278,"2,574.00",祥鳳里,新莊區
,482,6.20125786163522,318.00,1981,1972,"3,953.00",民全里,新莊區
,483,3.84052532833021,533.00,2223,2047,"4,270.00",民有里,新莊區
,484,7.31927710843374,332.00,2493,2430,"4,923.00",光正里,新莊區
,485,4.78073089700997,301.00,1535,1439,"2,974.00",光和里,新莊區
,486,2.93248175182482,548.00,1884,1607,"3,491.00",國豐里,新店區
,487,3.75,516.00,2237,1935,"4,172.00",明德里,新店區
,488,3.18576388888889,576.00,2050,1835,"3,885.00",大豐里,新店區
,489,5.85798816568047,338.00,2142,1980,"4,122.00",大同里,新店區
,490,3.77304964539007,705.00,2962,2660,"5,622.00",江陵里,新店區
,491,2.93500570125428,877.00,2826,2574,"5,400.00",寶興里,新店區
,492,3.45085190039319,763.00,2986,2633,"5,619.00",寶安里,新店區
,493,3.52083333333333,864.00,3309,3042,"6,351.00",信義里,新店區
,494,1.02676579925651,"1,345.00",1495,1381,"2,876.00",忠孝里,新店區
,495,1.15331610680448,"1,161.00",1394,1339,"2,733.00",大鵬里,新店區
,496,1.27324171382377,"1,237.00",1701,1575,"3,276.00",太平里,新店區
,497,0.702127659574468,"1,316.00",821,924,"1,745.00",頂城里,新店區
,498,3.68619246861925,478.00,1674,1762,"3,436.00",下城里,新店區
,499,6.58515283842795,687.00,4812,4524,"9,336.00",柴埕里,新店區
,500,4.62982456140351,570.00,2780,2639,"5,419.00",永安里,新店區
,501,29.9574468085106,188.00,5975,5632,"11,607.00",公崙里,新店區
,502,5.3646677471637,617.00,3244,3310,"6,554.00",德安里,新店區
,503,2.06182795698925,"1,488.00",2996,3068,"6,064.00",雙城里,新店區
,504,4.37714285714286,700.00,3025,3064,"6,089.00",日興里,新店區
,505,1.5656037637219,"1,913.00",3247,2995,"6,242.00",玫瑰里,新店區
,506,0.672309552599758,827.00,495,556,"1,051.00",塗潭里,新店區
,507,3.60326086956522,736.00,2777,2652,"5,429.00",美潭里,新店區
,508,3.92080745341615,644.00,2508,2525,"5,033.00",員潭里,新店區
,509,7.18840579710145,69.00,378,496,874.00,雙坑里,新店區
,510,1.64188481675393,955.00,1718,1568,"3,286.00",粗坑里,新店區
,511,17.3291139240506,79.00,1245,1369,"2,614.00",屈尺里,新店區
,512,0.99244060475162,926.00,881,919,"1,800.00",龜山里,新店區
,513,1.09155937052933,699.00,620,763,"1,383.00",廣興里,新店區
,514,1.09162717219589,633.00,614,691,"1,305.00",直潭里,新店區
,515,9.16387959866221,299.00,2903,2740,"5,643.00",青潭里,新店區
,516,4.42924528301887,212.00,934,939,"1,873.00",新店里,新店區
,517,9,107.00,1173,963,"2,136.00",張南里,新店區
,518,6.73469387755102,196.00,1352,1320,"2,672.00",國校里,新店區
,519,0.990888382687927,878.00,943,870,"1,813.00",文中里,新店區
,520,1.56028368794326,282.00,438,440,878.00,廣明里,新店區
,521,2.86519607843137,408.00,1217,1169,"2,386.00",文明里,新店區
,522,5.54817987152034,467.00,2859,2591,"5,450.00",中興里,新店區
,523,7.21573604060914,394.00,3268,2843,"6,111.00",新生里,新店區
,524,9.35714285714286,140.00,1518,1310,"2,828.00",新德里,新店區
,525,10.165,400.00,4427,4066,"8,493.00",張北里,新店區
,526,2.92592592592593,"1,188.00",3941,3476,"7,417.00",五峯里,新店區
,527,2.66666666666667,"1,284.00",3132,3424,"6,556.00",新安里,新店區
,528,2.47443762781186,489.00,1336,1210,"2,546.00",忠誠里,新店區
,529,1.7245409015025,"1,797.00",3571,3099,"6,670.00",中正里,新店區
,530,1.31608133086876,"1,623.00",2368,2136,"4,504.00",中華里,新店區
,531,0.932594644506002,"1,083.00",1152,1010,"2,162.00",仁愛里,新店區
,532,3.50547445255474,548.00,2191,1921,"4,112.00",百忍里,新店區
,533,1.28604471858134,"1,297.00",1773,1668,"3,441.00",百和里,新店區
,534,2.10430107526882,930.00,2198,1957,"4,155.00",福德里,新店區
,535,3.69010989010989,455.00,1940,1679,"3,619.00",百福里,新店區
,536,2.63276089828269,757.00,2283,1993,"4,276.00",福民里,新店區
,537,3.4703125,640.00,2614,2221,"4,835.00",中山里,新店區
,538,0.675177304964539,705.00,469,476,945.00,和平里,新店區
,539,3.389369592089,809.00,3152,2742,"5,894.00",中央里,新店區
,540,1.75148514851485,"1,010.00",1864,1769,"3,633.00",明城里,新店區
,541,2.94779116465863,"1,245.00",3874,3670,"7,544.00",安和里,新店區
,542,27.593023255814,86.00,2571,2373,"4,944.00",吉祥里,新店區
,543,2.37730870712401,"1,516.00",3828,3604,"7,432.00",寶福里,新店區
,544,2.42428035043805,799.00,2008,1937,"3,945.00",小城里,新店區
,545,4.16666666666667,"1,224.00",5446,5100,"10,546.00",香坡里,新店區
,546,1.49948717948718,975.00,1729,1462,"3,191.00",建國里,新店區
,547,1.18079096045198,"1,416.00",1804,1672,"3,476.00",復興里,新店區
,548,1.53459821428571,896.00,1463,1375,"2,838.00",美城里,新店區
,549,1.33994778067885,"1,915.00",2912,2566,"5,478.00",安昌里,新店區
,550,1.92476489028213,638.00,1397,1228,"2,625.00",長春里,新店區
,551,3.7410071942446,556.00,2265,2080,"4,345.00",新和里,新店區
,552,6.18843683083512,467.00,3109,2890,"5,999.00",永平里,新店區
,553,1.86396677050883,963.00,2032,1795,"3,827.00",達觀里,新店區
,554,1.76737588652482,705.00,1433,1246,"2,679.00",華城里,新店區
,555,3.10814606741573,712.00,2174,2213,"4,387.00",三多里,樹林區
,556,2.24741200828157,966.00,2227,2171,"4,398.00",三福里,樹林區
,557,3.31335830212235,801.00,2542,2654,"5,196.00",三興里,樹林區
,558,2.58760107816712,742.00,1884,1920,"3,804.00",圳安里,樹林區
,559,6.54126679462572,521.00,3408,3408,"6,816.00",保安里,樹林區
,560,6.10151187904968,463.00,2347,2825,"5,172.00",潭底里,樹林區
,561,5.0625,528.00,2706,2673,"5,379.00",󿾵寮里,樹林區
,562,4.51058823529412,425.00,1968,1917,"3,885.00",樹德里,樹林區
,563,2.82365145228216,964.00,2801,2722,"5,523.00",樹西里,樹林區
,564,3.95848375451264,554.00,2254,2193,"4,447.00",樹南里,樹林區
,565,3.30129390018484,541.00,1864,1786,"3,650.00",樹人里,樹林區
,566,1.66606170598911,551.00,906,918,"1,824.00",坡內里,樹林區
,567,0.67292817679558,905.00,612,609,"1,221.00",樹東里,樹林區
,568,2.63049853372434,682.00,1938,1794,"3,732.00",大同里,樹林區
,569,4.54824561403509,456.00,2066,2074,"4,140.00",和平里,樹林區
,570,13.9214659685864,191.00,2719,2659,"5,378.00",彭厝里,樹林區
,571,14.8633879781421,183.00,2756,2720,"5,476.00",彭福里,樹林區
,572,3.35931558935361,526.00,1700,1767,"3,467.00",東山里,樹林區
,573,6.46613545816733,502.00,3133,3246,"6,379.00",東陽里,樹林區
,574,4.0901771336554,621.00,2604,2540,"5,144.00",東昇里,樹林區
,575,1.521875,640.00,889,974,"1,863.00",樂山里,樹林區
,576,2.94632768361582,354.00,879,1043,"1,922.00",東園里,樹林區
,577,1.44551724137931,725.00,897,1048,"1,945.00",西園里,樹林區
,578,10.5352941176471,680.00,7786,7164,"14,950.00",南園里,樹林區
,579,7.48484848484848,165.00,1130,1235,"2,365.00",北園里,樹林區
,580,27.2426035502959,169.00,4917,4604,"9,521.00",柑園里,樹林區
,581,2.30582524271845,206.00,488,475,963.00,樹北里,樹林區
,582,0.884586180713743,"2,634.00",2326,2330,"4,656.00",圳福里,樹林區
,583,8.49137931034483,232.00,2019,1970,"3,989.00",樹興里,樹林區
,584,0.965370271710176,"1,877.00",1989,1812,"3,801.00",樹福里,樹林區
,585,16.5625,128.00,2102,2120,"4,222.00",光興里,樹林區
,586,4.27675276752768,542.00,2284,2318,"4,602.00",金寮里,樹林區
,587,6.03667953667954,518.00,3149,3127,"6,276.00",彭興里,樹林區
,588,4.17719568567026,649.00,2800,2711,"5,511.00",文林里,樹林區
,589,6.6931330472103,466.00,3003,3119,"6,122.00",山佳里,樹林區
,590,5.81742738589212,482.00,2724,2804,"5,528.00",中山里,樹林區
,591,2.35163204747775,674.00,1673,1585,"3,258.00",育英里,樹林區
,592,2.5,682.00,1839,1705,"3,544.00",中華里,樹林區
,593,2.10754189944134,716.00,1439,1509,"2,948.00",太順里,樹林區
,594,2.43548387096774,620.00,1413,1510,"2,923.00",圳民里,樹林區
,595,1.89144050104384,479.00,827,906,"1,733.00",圳生里,樹林區
,596,2.47797356828194,454.00,1058,1125,"2,183.00",三龍里,樹林區
,597,1.85436893203884,309.00,559,573,"1,132.00",東鶯里,鶯歌區
,598,3.38950276243094,362.00,1241,1227,"2,468.00",西鶯里,鶯歌區
,599,13.1336206896552,232.00,3143,3047,"6,190.00",南鶯里,鶯歌區
,600,8.06028368794326,282.00,2248,2273,"4,521.00",北鶯里,鶯歌區
,601,3.72972972972973,148.00,582,552,"1,134.00",中鶯里,鶯歌區
,602,1.13513513513514,296.00,269,336,605.00,建德里,鶯歌區
,603,1.16276202219482,811.00,1019,943,"1,962.00",同慶里,鶯歌區
,604,7.46964856230032,626.00,4737,4676,"9,413.00",永昌里,鶯歌區
,605,12.7792207792208,154.00,1896,1968,"3,864.00",南靖里,鶯歌區
,606,70.537037037037,54.00,3769,3809,"7,578.00",尖山里,鶯歌區
,607,18.7056277056277,231.00,4136,4321,"8,457.00",二橋里,鶯歌區
,608,0.515682656826568,"1,084.00",504,559,"1,063.00",二甲里,鶯歌區
,609,0.345733041575492,457.00,130,158,288.00,東湖里,鶯歌區
,610,3.07743362831858,904.00,2735,2782,"5,517.00",大湖里,鶯歌區
,611,2.92120509849363,863.00,2483,2521,"5,004.00",鳳鳴里,鶯歌區
,612,24.0697674418605,86.00,2139,2070,"4,209.00",鳳福里,鶯歌區
,613,110.708333333333,24.00,2661,2657,"5,318.00",永吉里,鶯歌區
,614,4.48351648351648,728.00,3077,3264,"6,341.00",中湖里,鶯歌區
,615,4.54678899082569,545.00,2488,2478,"4,966.00",鳳祥里,鶯歌區
,616,7.19959677419355,496.00,3761,3571,"7,332.00",建國里,鶯歌區
,617,0.297297297297297,592.00,140,176,316.00,三峽里,三峽區
,618,0.562706270627063,606.00,360,341,701.00,秀川里,三峽區
,619,3.8768115942029,552.00,2120,2140,"4,260.00",八張里,三峽區
,620,1.73961840628507,891.00,1578,1550,"3,128.00",中埔里,三峽區
,621,17.55,40.00,562,702,"1,264.00",弘道里,三峽區
,622,49.948051948052,77.00,4189,3846,"8,035.00",永舘里,三峽區
,623,6.54704595185996,457.00,3075,2992,"6,067.00",礁溪里,三峽區
,624,15.2485549132948,346.00,5330,5276,"10,606.00",鳶山里,三峽區
,625,46.6761904761905,105.00,4971,4901,"9,872.00",龍埔里,三峽區
,626,2.20821394460363,"1,047.00",2077,2312,"4,389.00",大埔里,三峽區
,627,2.28892215568862,668.00,1091,1529,"2,620.00",嘉添里,三峽區
,628,0.522480620155039,"1,290.00",573,674,"1,247.00",添福里,三峽區
,629,0.27597672485453,"1,203.00",234,332,566.00,金圳里,三峽區
,630,1.17477876106195,452.00,455,531,986.00,五寮里,三峽區
,631,151.333333333333,3.00,329,454,783.00,插角里,三峽區
,632,1.85171102661597,263.00,340,487,827.00,有木里,三峽區
,633,14.3829787234043,94.00,1199,1352,"2,551.00",溪北里,三峽區
,634,27.8484848484848,33.00,770,919,"1,689.00",溪南里,三峽區
,635,27.7540983606557,61.00,1566,1693,"3,259.00",溪東里,三峽區
,636,12.5454545454545,44.00,470,552,"1,022.00",成福里,三峽區
,637,22.4358974358974,39.00,692,875,"1,567.00",安坑里,三峽區
,638,5.74299065420561,214.00,952,1229,"2,181.00",竹崙里,三峽區
,639,23.2418300653595,153.00,3476,3556,"7,032.00",介壽里,三峽區
,640,13.7016949152542,295.00,4090,4042,"8,132.00",安溪里,三峽區
,641,25.5229357798165,109.00,2777,2782,"5,559.00",中正里,三峽區
,642,17.3577981651376,109.00,1844,1892,"3,736.00",二鬮里,三峽區
,643,40.9537572254335,173.00,8223,7085,"15,308.00",龍學里,三峽區
,644,4.01201602136182,749.00,3233,3005,"6,238.00",龍恩里,三峽區
,645,0.37375745526839,"1,006.00",284,376,660.00,中和里,淡水區
,646,1.14788732394366,568.00,551,652,"1,203.00",屯山里,淡水區
,647,2.09722222222222,432.00,789,906,"1,695.00",賢孝里,淡水區
,648,0.321974965229485,"2,876.00",816,926,"1,742.00",興仁里,淡水區
,649,0.572227399813607,"1,073.00",490,614,"1,104.00",蕃薯里,淡水區
,650,13.0512820512821,117.00,1392,1527,"2,919.00",義山里,淡水區
,651,3.00584795321637,171.00,434,514,948.00,忠山里,淡水區
,652,25.9138755980861,209.00,5752,5416,"11,168.00",崁頂里,淡水區
,653,6.82677165354331,127.00,754,867,"1,621.00",埤島里,淡水區
,654,13.1003717472119,269.00,3989,3524,"7,513.00",新興里,淡水區
,655,31.59375,96.00,3223,3033,"6,256.00",水碓里,淡水區
,656,2.33003766478343,"2,124.00",5446,4949,"10,395.00",北投里,淡水區
,657,6.35148514851485,202.00,1089,1283,"2,372.00",水源里,淡水區
,658,0.598432055749129,"1,148.00",550,687,"1,237.00",忠寮里,淡水區
,659,0.84936268829664,863.00,671,733,"1,404.00",樹興里,淡水區
,660,0.393939393939394,"1,815.00",742,715,"1,457.00",坪頂里,淡水區
,661,11.9007352941176,272.00,3522,3237,"6,759.00",福德里,淡水區
,662,24.0165289256198,121.00,3459,2906,"6,365.00",竹圍里,淡水區
,663,15.6619718309859,213.00,3937,3336,"7,273.00",民生里,淡水區
,664,10.2304347826087,230.00,2982,2353,"5,335.00",八勢里,淡水區
,665,3.34225352112676,"1,420.00",5545,4746,"10,291.00",竿蓁里,淡水區
,666,2.55238095238095,"1,155.00",3347,2948,"6,295.00",鄧公里,淡水區
,667,1.72802653399668,"1,206.00",2211,2084,"4,295.00",中興里,淡水區
,668,0.641541038525963,"1,194.00",763,766,"1,529.00",長庚里,淡水區
,669,0.285457809694794,"2,228.00",612,636,"1,248.00",清文里,淡水區
,670,0.3386709367494,"1,249.00",403,423,826.00,草東里,淡水區
,671,1.54022988505747,522.00,798,804,"1,602.00",協元里,淡水區
,672,2.08296943231441,229.00,496,477,973.00,永吉里,淡水區
,673,2.18994413407821,179.00,405,392,797.00,民安里,淡水區
,674,1.82677165354331,127.00,257,232,489.00,新生里,淡水區
,675,4.13302752293578,218.00,1028,901,"1,929.00",文化里,淡水區
,676,21.4,130.00,2954,2782,"5,736.00",油車里,淡水區
