the_geom,cartodb_id,ratio,field_6,people_total_f,people_total_m,people_total,village,site_id
,677,15.640625,128.00,2058,2002,"4,060.00",沙崙里,淡水區
,678,22.2626262626263,99.00,2307,2204,"4,511.00",新義里,淡水區
,679,12.2376543209877,324.00,4346,3965,"8,311.00",新春里,淡水區
,680,2.74767441860465,860.00,2543,2363,"4,906.00",新民里,淡水區
,681,4.03703703703704,540.00,2579,2180,"4,759.00",正德里,淡水區
,682,2.50912408759124,548.00,1578,1375,"2,953.00",北新里,淡水區
,683,1.46086956521739,"1,380.00",2371,2016,"4,387.00",民權里,淡水區
,684,2.19706498951782,954.00,2210,2096,"4,306.00",幸福里,淡水區
,685,3.14363885088919,731.00,2486,2298,"4,784.00",學府里,淡水區
,686,5.70433145009416,531.00,3396,3029,"6,425.00",大庄里,淡水區
,687,0.923476005188068,771.00,741,712,"1,453.00",義民里,汐止區
,688,0.862903225806452,620.00,551,535,"1,086.00",禮門里,汐止區
,689,2.86950732356858,751.00,2541,2155,"4,696.00",智慧里,汐止區
,690,0.153711790393013,"1,145.00",169,176,345.00,信望里,汐止區
,691,7.29081632653061,196.00,1594,1429,"3,023.00",橋東里,汐止區
,692,21.589928057554,139.00,2713,3001,"5,714.00",秀峰里,汐止區
,693,3.32394366197183,852.00,2924,2832,"5,756.00",新昌里,汐止區
,694,59.25,56.00,3873,3318,"7,191.00",復興里,汐止區
,695,6.64,375.00,2473,2490,"4,963.00",茄苳里,汐止區
,696,1.32370820668693,658.00,825,871,"1,696.00",長安里,汐止區
,697,0.936946902654867,904.00,850,847,"1,697.00",保安里,汐止區
,698,1.58203677510608,"1,414.00",2228,2237,"4,465.00",保長里,汐止區
,699,2.37869822485207,507.00,1174,1206,"2,380.00",鄉長里,汐止區
,700,15.7586206896552,203.00,3068,3199,"6,267.00",江北里,汐止區
,701,13.6340206185567,194.00,2549,2645,"5,194.00",拱北里,汐止區
,702,1.39242685025818,581.00,767,809,"1,576.00",烘內里,汐止區
,703,1.84437086092715,302.00,477,557,"1,034.00",八連里,汐止區
,704,1.5,784.00,1036,1176,"2,212.00",樟樹里,汐止區
,705,3.61708860759494,632.00,2208,2286,"4,494.00",北峰里,汐止區
,706,10.3684210526316,247.00,2851,2561,"5,412.00",北山里,汐止區
,707,18.2131147540984,122.00,2264,2222,"4,486.00",白雲里,汐止區
,708,8.22794117647059,272.00,2339,2238,"4,577.00",橫科里,汐止區
,709,0.551088777219431,597.00,302,329,631.00,東山里,汐止區
,710,1.91163310961969,894.00,1910,1709,"3,619.00",福山里,汐止區
,711,2.06845238095238,672.00,1566,1390,"2,956.00",宜興里,汐止區
,712,5.41405082212257,669.00,3771,3622,"7,393.00",中興里,汐止區
,713,46.7413793103448,58.00,2967,2711,"5,678.00",湖光里,汐止區
,714,1.12403100775194,774.00,896,870,"1,766.00",仁德里,汐止區
,715,7.16793893129771,524.00,3843,3756,"7,599.00",厚德里,汐止區
,716,3.48055555555556,"1,080.00",4010,3759,"7,769.00",忠孝里,汐止區
,717,2.26063829787234,"1,128.00",2701,2550,"5,251.00",自強里,汐止區
,718,9.30769230769231,234.00,2269,2178,"4,447.00",文化里,汐止區
,719,2.3223992502343,"1,067.00",2566,2478,"5,044.00",金龍里,汐止區
,720,1.28186274509804,"1,224.00",1703,1569,"3,272.00",福德里,汐止區
,721,1.8118932038835,824.00,1565,1493,"3,058.00",興福里,汐止區
,722,3.46351931330472,699.00,2749,2421,"5,170.00",康福里,汐止區
,723,2.16447368421053,760.00,1778,1645,"3,423.00",忠山里,汐止區
,724,1.37037037037037,486.00,556,666,"1,222.00",環河里,汐止區
,725,4.08775510204082,490.00,2097,2003,"4,100.00",東勢里,汐止區
,726,1.66586826347305,835.00,1450,1391,"2,841.00",山光里,汐止區
,727,1.45894736842105,950.00,1535,1386,"2,921.00",大同里,汐止區
,728,22.2820512820513,117.00,2707,2607,"5,314.00",崇德里,汐止區
,729,3.32837407013815,941.00,3209,3132,"6,341.00",湖興里,汐止區
,730,1.4775641025641,312.00,519,461,980.00,長青里,汐止區
,731,6.52653927813164,471.00,3323,3074,"6,397.00",福安里,汐止區
,732,2.67174677608441,853.00,2348,2279,"4,627.00",秀山里,汐止區
,733,1.86425339366516,"1,326.00",2809,2472,"5,281.00",建成里,汐止區
,734,8.61176470588235,255.00,2514,2196,"4,710.00",城中里,汐止區
,735,1.26646403242148,987.00,1421,1250,"2,671.00",湖蓮里,汐止區
,736,1.71863580998782,821.00,1501,1411,"2,912.00",保新里,汐止區
,737,0.471563981042654,844.00,404,398,802.00,龍潭里,瑞芳區
,738,1.56808803301238,727.00,1169,1140,"2,309.00",龍興里,瑞芳區
,739,1.0762331838565,669.00,726,720,"1,446.00",龍鎮里,瑞芳區
,740,2.30174563591022,401.00,992,923,"1,915.00",龍川里,瑞芳區
,741,7.07758620689655,116.00,713,821,"1,534.00",龍山里,瑞芳區
,742,1.32352941176471,272.00,354,360,714.00,龍安里,瑞芳區
,743,15.6740740740741,135.00,2171,2116,"4,287.00",爪峯里,瑞芳區
,744,4.34615384615385,156.00,605,678,"1,283.00",柑坪里,瑞芳區
,745,6.61842105263158,152.00,1018,1006,"2,024.00",東和里,瑞芳區
,746,1.98503740648379,401.00,685,796,"1,481.00",上天里,瑞芳區
,747,9.68269230769231,104.00,901,1007,"1,908.00",吉慶里,瑞芳區
,748,11.01875,160.00,1725,1763,"3,488.00",吉安里,瑞芳區
,749,9.10077519379845,129.00,1107,1174,"2,281.00",傑魚里,瑞芳區
,750,1.66111111111111,180.00,229,299,528.00,猴硐里,瑞芳區
,751,0.501474926253687,339.00,149,170,319.00,光復里,瑞芳區
,752,0.964646464646465,198.00,134,191,325.00,弓橋里,瑞芳區
,753,2.64864864864865,37.00,80,98,178.00,碩仁里,瑞芳區
,754,26,10.00,247,260,507.00,基山里,瑞芳區
,755,8.46666666666667,30.00,233,254,487.00,永慶里,瑞芳區
,756,14.4615384615385,13.00,171,188,359.00,崇文里,瑞芳區
,757,2.97142857142857,35.00,84,104,188.00,福住里,瑞芳區
,758,6.09375,32.00,190,195,385.00,頌德里,瑞芳區
,759,9.95454545454546,22.00,177,219,396.00,新山里,瑞芳區
,760,6.11764705882353,17.00,93,104,197.00,瓜山里,瑞芳區
,761,3.75757575757576,33.00,98,124,222.00,銅山里,瑞芳區
,762,10.1578947368421,19.00,167,193,360.00,石山里,瑞芳區
,763,7.7,20.00,162,154,316.00,濓新里,瑞芳區
,764,6.44736842105263,38.00,281,245,526.00,濓洞里,瑞芳區
,765,36.7058823529412,17.00,729,624,"1,353.00",海濱里,瑞芳區
,766,29.1315789473684,38.00,1152,1107,"2,259.00",瑞濱里,瑞芳區
,767,7.83720930232558,86.00,734,674,"1,408.00",深澳里,瑞芳區
,768,0.881656804733728,169.00,137,149,286.00,南雅里,瑞芳區
,769,5.81927710843374,83.00,488,483,971.00,鼻頭里,瑞芳區
,770,91.6,20.00,1803,1832,"3,635.00",新峰里,瑞芳區
,771,51.1290322580645,62.00,2356,3170,"5,526.00",埤塘里,土城區
,772,3.30864197530864,324.00,1112,1072,"2,184.00",土城里,土城區
,773,5.47522935779817,545.00,3125,2984,"6,109.00",員林里,土城區
,774,10.8074074074074,270.00,2995,2918,"5,913.00",員仁里,土城區
,775,1.18934240362812,882.00,1103,1049,"2,152.00",長風里,土城區
,776,3.43356643356643,715.00,2475,2455,"4,930.00",日新里,土城區
,777,6.87155963302752,436.00,3106,2996,"6,102.00",日和里,土城區
,778,3.33227848101266,632.00,2140,2106,"4,246.00",貨饒里,土城區
,779,2.31664411366712,739.00,1803,1712,"3,515.00",柑林里,土城區
,780,7.3389544688027,593.00,4641,4352,"8,993.00",埤林里,土城區
,781,3.34702258726899,487.00,1696,1630,"3,326.00",瑞興里,土城區
,782,2.76455026455026,"1,512.00",4382,4180,"8,562.00",清水里,土城區
,783,7.90261282660333,421.00,3212,3327,"6,539.00",清和里,土城區
,784,2.04529307282416,"1,126.00",2401,2303,"4,704.00",永豐里,土城區
,785,1.30989956958393,697.00,815,913,"1,728.00",清化里,土城區
,786,5.31432748538012,684.00,3712,3635,"7,347.00",清溪里,土城區
,787,20.6613756613757,189.00,3988,3905,"7,893.00",峯廷里,土城區
,788,3.54061895551257,"1,034.00",3726,3661,"7,387.00",平和里,土城區
,789,2.80021715526602,921.00,2579,2579,"5,158.00",廷寮里,土城區
,790,2.64091858037578,958.00,2515,2530,"5,045.00",大安里,土城區
,791,6.71450617283951,648.00,4413,4351,"8,764.00",永寧里,土城區
,792,3.7239263803681,652.00,2323,2428,"4,751.00",沛陂里,土城區
,793,2.54257425742574,"1,010.00",2614,2568,"5,182.00",頂埔里,土城區
,794,4.67241379310345,580.00,2684,2710,"5,394.00",頂福里,土城區
,795,2.3448275862069,609.00,1563,1428,"2,991.00",頂新里,土城區
,796,1.65129151291513,542.00,849,895,"1,744.00",祖田里,土城區
,797,5.4847250509165,491.00,2779,2693,"5,472.00",樂利里,土城區
,798,17.0813953488372,172.00,3018,2938,"5,956.00",廣福里,土城區
,799,2.33928571428571,784.00,1977,1834,"3,811.00",學府里,土城區
,800,2.35762876579203,"1,029.00",2392,2426,"4,818.00",延壽里,土城區
,801,4.72760511882998,547.00,2647,2586,"5,233.00",安和里,土城區
,802,2.87978142076503,549.00,1622,1581,"3,203.00",青雲里,土城區
,803,4.40874811463047,663.00,2877,2923,"5,800.00",員福里,土城區
,804,5.59903381642512,414.00,2278,2318,"4,596.00",延吉里,土城區
,805,2.9228855721393,804.00,2417,2350,"4,767.00",復興里,土城區
,806,5.85185185185185,486.00,2952,2844,"5,796.00",裕生里,土城區
,807,3.36740740740741,675.00,2341,2273,"4,614.00",員信里,土城區
,808,3.55266579973992,769.00,2816,2732,"5,548.00",永富里,土城區
,809,2.64241486068111,646.00,1739,1707,"3,446.00",學成里,土城區
,810,4.93394777265745,651.00,3547,3212,"6,759.00",延和里,土城區
,811,3.11844660194175,515.00,1840,1606,"3,446.00",中正里,土城區
,812,2.8094688221709,866.00,2631,2433,"5,064.00",學士里,土城區
,813,6.08225108225108,462.00,3213,2810,"6,023.00",明德里,土城區
,814,1.95403587443946,892.00,1937,1743,"3,680.00",廣興里,土城區
,815,1.49953831948292,"1,083.00",1598,1624,"3,222.00",青山里,土城區
,816,5.62752293577982,545.00,3371,3067,"6,438.00",金城里,土城區
,817,5.59102244389027,401.00,2212,2242,"4,454.00",延祿里,土城區
,818,7.51791907514451,865.00,7068,6503,"13,571.00",正義里,蘆洲區
,819,5.71,500.00,2972,2855,"5,827.00",中原里,蘆洲區
,820,1.07649442755826,"1,974.00",2100,2125,"4,225.00",中路里,蘆洲區
,821,3.424,750.00,2817,2568,"5,385.00",光華里,蘆洲區
,822,3.83015267175573,524.00,2029,2007,"4,036.00",保佑里,蘆洲區
,823,7.95735294117647,680.00,5616,5411,"11,027.00",水湳里,蘆洲區
,824,6.72199170124481,482.00,3413,3240,"6,653.00",樓厝里,蘆洲區
,825,1.83687943262411,"1,551.00",2988,2849,"5,837.00",鷺江里,蘆洲區
,826,3.58695652173913,874.00,3301,3135,"6,436.00",恆德里,蘆洲區
,827,2.06491885143571,801.00,1739,1654,"3,393.00",溪墘里,蘆洲區
,828,2.00224215246637,892.00,1775,1786,"3,561.00",樹德里,蘆洲區
,829,3.52442159383033,389.00,1412,1371,"2,783.00",保和里,蘆洲區
,830,2.32298136645963,483.00,1170,1122,"2,292.00",仁復里,蘆洲區
,831,5.07715133531157,337.00,1843,1711,"3,554.00",得勝里,蘆洲區
,832,10.7282229965157,287.00,3206,3079,"6,285.00",南港里,蘆洲區
,833,7.71917808219178,438.00,3353,3381,"6,734.00",永樂里,蘆洲區
,834,4.43852978453739,789.00,3785,3502,"7,287.00",永康里,蘆洲區
,835,2.37,900.00,2140,2133,"4,273.00",信義里,蘆洲區
,836,3.2751677852349,894.00,3096,2928,"6,024.00",玉清里,蘆洲區
,837,3.53095684803002,533.00,1872,1882,"3,754.00",復興里,蘆洲區
,838,6.17179487179487,780.00,4956,4814,"9,770.00",水河里,蘆洲區
,839,6.69902912621359,412.00,2801,2760,"5,561.00",仁愛里,蘆洲區
,840,1.38279932546374,"1,186.00",1732,1640,"3,372.00",忠義里,蘆洲區
,841,3.73733333333333,750.00,2880,2803,"5,683.00",九芎里,蘆洲區
,842,4.34090909090909,396.00,1777,1719,"3,496.00",中華里,蘆洲區
,843,2.21359223300971,721.00,1652,1596,"3,248.00",得仁里,蘆洲區
,844,6.33480176211454,454.00,2904,2876,"5,780.00",仁德里,蘆洲區
,845,7.31930693069307,404.00,2535,2957,"5,492.00",仁義里,蘆洲區
,846,3.32947232947233,777.00,2641,2587,"5,228.00",光明里,蘆洲區
,847,2.18181818181818,660.00,1422,1440,"2,862.00",保新里,蘆洲區
,848,4.27230046948357,639.00,2733,2730,"5,463.00",長安里,蘆洲區
,849,4.02793296089386,358.00,1451,1442,"2,893.00",民和里,蘆洲區
,850,1.95902883156297,659.00,1311,1291,"2,602.00",忠孝里,蘆洲區
,851,4.57660167130919,359.00,1752,1643,"3,395.00",福安里,蘆洲區
,852,7.16893732970027,367.00,2787,2631,"5,418.00",永安里,蘆洲區
,853,4.95739910313901,446.00,2229,2211,"4,440.00",延平里,蘆洲區
,854,5.63715529753266,689.00,4145,3884,"8,029.00",成功里,蘆洲區
,855,4.42722117202268,529.00,2382,2342,"4,724.00",永德里,蘆洲區
,856,2.51436781609195,"1,044.00",2431,2625,"5,056.00",興珍里,五股區
,857,1.03225806451613,651.00,610,672,"1,282.00",更寮里,五股區
,858,2.94767441860465,688.00,1991,2028,"4,019.00",集福里,五股區
,859,7.14406779661017,118.00,692,843,"1,535.00",觀音里,五股區
,860,7.83578431372549,408.00,3050,3197,"6,247.00",成州里,五股區
,861,23.6119402985075,134.00,3046,3164,"6,210.00",成功里,五股區
,862,1.38388625592417,633.00,699,876,"1,575.00",五龍里,五股區
,863,3.2442645074224,741.00,2237,2404,"4,641.00",五股里,五股區
,864,13.1081081081081,148.00,1896,1940,"3,836.00",五福里,五股區
,865,5.1415270018622,537.00,2811,2761,"5,572.00",德音里,五股區
,866,2.80091533180778,437.00,1278,1224,"2,502.00",陸一里,五股區
,867,1.98326898326898,777.00,1638,1541,"3,179.00",貿商里,五股區
,868,7.28338762214984,307.00,2382,2236,"4,618.00",德泰里,五股區
,869,3.75233644859813,428.00,1569,1606,"3,175.00",成德里,五股區
,870,3.95934959349594,492.00,2010,1948,"3,958.00",六福里,五股區
,871,6.84175084175084,297.00,2048,2032,"4,080.00",集賢里,五股區
,872,3.58064516129032,496.00,1784,1776,"3,560.00",民義里,五股區
,873,7.99346405228758,459.00,3541,3669,"7,210.00",成泰里,五股區
,874,9.00879120879121,455.00,4120,4099,"8,219.00",水碓里,五股區
,875,1.72914521112255,971.00,1686,1679,"3,365.00",福德里,五股區
,876,0.530009233610342,"1,083.00",488,574,"1,062.00",大科里,泰山區
,877,4.95778364116095,379.00,1913,1879,"3,792.00",黎明里,泰山區
,878,34.6116504854369,103.00,3555,3565,"7,120.00",山腳里,泰山區
,879,3.57209302325581,430.00,1501,1536,"3,037.00",福泰里,泰山區
,880,2.78780773739742,853.00,2347,2378,"4,725.00",楓樹里,泰山區
,881,6.85079365079365,315.00,2229,2158,"4,387.00",同榮里,泰山區
,882,4.28719723183391,578.00,2477,2478,"4,955.00",義學里,泰山區
,883,3.27397260273973,584.00,1936,1912,"3,848.00",明志里,泰山區
,884,3.19131832797428,622.00,2032,1985,"4,017.00",貴子里,泰山區
,885,4.85343228200371,539.00,2615,2616,"5,231.00",貴和里,泰山區
,886,3.65547703180212,566.00,2171,2069,"4,240.00",同興里,泰山區
,887,6.58358208955224,670.00,4397,4411,"8,808.00",義仁里,泰山區
,888,2.08166969147005,551.00,1175,1147,"2,322.00",泰友里,泰山區
,889,1.415625,"1,280.00",1804,1812,"3,616.00",新明里,泰山區
,890,6.20512820512821,312.00,1998,1936,"3,934.00",貴賢里,泰山區
,891,4.54631828978622,421.00,2002,1914,"3,916.00",福興里,泰山區
,892,7.89202657807309,602.00,5002,4751,"9,753.00",全興里,泰山區
,893,4.21335807050093,539.00,2248,2271,"4,519.00",東林里,林口區
,894,2.24573643410853,"1,290.00",3003,2897,"5,900.00",林口里,林口區
,895,9.34732824427481,524.00,4934,4898,"9,832.00",西林里,林口區
,896,3.20827586206897,725.00,2334,2326,"4,660.00",菁湖里,林口區
,897,1.2741935483871,"1,674.00",2111,2133,"4,244.00",中湖里,林口區
,898,1.16427640156454,767.00,796,893,"1,689.00",湖北里,林口區
,899,20.0373443983403,482.00,10454,9658,"20,112.00",湖南里,林口區
,900,45.6629213483146,178.00,8920,8128,"17,048.00",南勢里,林口區
,901,0.839294971487818,"3,858.00",3361,3238,"6,599.00",東勢里,林口區
,902,0.184039087947883,"3,684.00",553,678,"1,231.00",頂福里,林口區
,903,0.777557100297915,"1,007.00",731,783,"1,514.00",下福里,林口區
,904,6.23655913978495,93.00,518,580,"1,098.00",嘉寶里,林口區
,905,3.95652173913043,138.00,478,546,"1,024.00",瑞平里,林口區
,906,9.41111111111111,90.00,848,847,"1,695.00",太平里,林口區
,907,33.9108910891089,101.00,3838,3425,"7,263.00",仁愛里,林口區
,908,25.7808988764045,178.00,5093,4589,"9,682.00",麗林里,林口區
,909,1.6177347242921,"1,342.00",2264,2171,"4,435.00",麗園里,林口區
,910,1.13924870466321,"1,544.00",1803,1759,"3,562.00",深坑里,深坑區
,911,1.89037037037037,675.00,1297,1276,"2,573.00",萬順里,深坑區
,912,3.16167664670659,501.00,1613,1584,"3,197.00",土庫里,深坑區
,913,3.5045045045045,333.00,1050,1167,"2,217.00",昇高里,深坑區
,914,0.8125,448.00,279,364,643.00,阿柔里,深坑區
,915,9.7125,320.00,3306,3108,"6,414.00",埔新里,深坑區
,916,20.1594202898551,69.00,1362,1391,"2,753.00",萬福里,深坑區
,917,1.15239043824701,"1,004.00",1128,1157,"2,285.00",賴仲里,深坑區
,919,1.24547803617571,387.00,405,482,887.00,潭邊里,石碇區
,920,9.5531914893617,47.00,344,449,793.00,隆盛里,石碇區
,921,4.85227272727273,88.00,325,427,752.00,烏塗里,石碇區
,922,2.80597014925373,67.00,169,188,357.00,彭山里,石碇區
,923,4.36206896551724,58.00,182,253,435.00,豐田里,石碇區
,924,14.3461538461538,26.00,319,373,692.00,永定里,石碇區
,925,18.2962962962963,27.00,357,494,851.00,中民里,石碇區
,926,5,33.00,111,165,276.00,光明里,石碇區
,927,2.5,66.00,144,165,309.00,豐林里,石碇區
,928,16.7407407407407,27.00,435,452,887.00,永安里,石碇區
,929,18.3225806451613,31.00,498,568,"1,066.00",格頭里,石碇區
,930,6.09090909090909,88.00,402,536,938.00,粗窟里,坪林區
,931,7.00925925925926,108.00,641,757,"1,398.00",坪林里,坪林區
,932,9.0125,80.00,538,721,"1,259.00",大林里,坪林區
,933,1.54037267080745,161.00,215,248,463.00,石𥕢里,坪林區
,934,4.24786324786325,117.00,376,497,873.00,上德里,坪林區
,935,8.31111111111111,45.00,325,374,699.00,水德里,坪林區
,936,7.19402985074627,67.00,399,482,881.00,漁光里,坪林區
,937,3.30508474576271,59.00,167,195,362.00,八賢里,三芝區
,938,60.2888888888889,45.00,2884,2713,"5,597.00",埔頭里,三芝區
,939,19.9666666666667,30.00,545,599,"1,144.00",古庄里,三芝區
,940,0.806501547987616,646.00,455,521,976.00,新庄里,三芝區
,941,29.2992125984252,127.00,3694,3721,"7,415.00",埔坪里,三芝區
,942,4.83333333333333,78.00,330,377,707.00,茂長里,三芝區
,943,0.44475138121547,724.00,228,322,550.00,橫山里,三芝區
,944,4.29357798165138,109.00,329,468,797.00,錫板里,三芝區
,945,37.1935483870968,31.00,1108,1153,"2,261.00",後厝里,三芝區
,946,6.23287671232877,73.00,442,455,897.00,福德里,三芝區
,947,1.00560224089636,357.00,266,359,625.00,圓山里,三芝區
,948,2.75886524822695,141.00,297,389,686.00,店子里,三芝區
,949,18.45,40.00,601,738,"1,339.00",興華里,三芝區
,950,11.6290322580645,62.00,630,721,"1,351.00",德茂里,石門區
,951,5.63945578231293,147.00,837,829,"1,666.00",富基里,石門區
,952,11.1282051282051,117.00,1270,1302,"2,572.00",老梅里,石門區
,953,4.464,125.00,452,558,"1,010.00",山溪里,石門區
,954,4.15789473684211,228.00,899,948,"1,847.00",石門里,石門區
,955,10.9647058823529,85.00,878,932,"1,810.00",尖鹿里,石門區
,956,1.14594594594595,185.00,159,212,371.00,乾華里,石門區
,957,2.29310344827586,174.00,352,399,751.00,茂林里,石門區
,958,15.0526315789474,38.00,541,572,"1,113.00",草里里,石門區
,959,43.109756097561,82.00,3788,3535,"7,323.00",龍源里,八里區
,960,24.9324324324324,74.00,1762,1845,"3,607.00",米倉里,八里區
,961,1.605,"1,000.00",1540,1605,"3,145.00",大崁里,八里區
,962,4.62414578587699,439.00,2035,2030,"4,065.00",埤頭里,八里區
,963,2.80053908355795,371.00,1078,1039,"2,117.00",頂罟里,八里區
,964,8.85265700483092,414.00,3837,3665,"7,502.00",舊城里,八里區
,965,11.2093023255814,215.00,2398,2410,"4,808.00",訊塘里,八里區
,966,1.27227101631117,797.00,965,1014,"1,979.00",荖阡里,八里區
,967,1.73106060606061,528.00,803,914,"1,717.00",長坑里,八里區
,968,4.44,200.00,857,888,"1,745.00",下罟里,八里區
,969,1.66891891891892,148.00,191,247,438.00,薯榔里,平溪區
,970,1.06944444444444,144.00,130,154,284.00,菁桐里,平溪區
,971,10.1333333333333,15.00,122,152,274.00,白石里,平溪區
,972,14.7222222222222,18.00,233,265,498.00,石底里,平溪區
,973,7.05,20.00,130,141,271.00,平溪里,平溪區
,974,11.4705882352941,34.00,326,390,716.00,嶺腳里,平溪區
,975,21.6666666666667,12.00,192,260,452.00,東勢里,平溪區
,976,1.8,50.00,68,90,158.00,望古里,平溪區
,978,5.94117647058824,17.00,84,101,185.00,平湖里,平溪區
,979,12.093023255814,43.00,438,520,958.00,十分里,平溪區
,980,12.25,8.00,69,98,167.00,新寮里,平溪區
,981,5.93333333333333,45.00,266,267,533.00,雙溪里,雙溪區
,982,6.88888888888889,36.00,209,248,457.00,共和里,雙溪區
,983,5.92857142857143,84.00,407,498,905.00,新基里,雙溪區
,984,5.5,82.00,349,451,800.00,魚行里,雙溪區
,985,8.93103448275862,29.00,192,259,451.00,三港里,雙溪區
,986,6.63698630136986,146.00,894,969,"1,863.00",牡丹里,雙溪區
,987,7.72,25.00,165,193,358.00,三貂里,雙溪區
,988,5.47619047619048,105.00,500,575,"1,075.00",平林里,雙溪區
,989,9.06818181818182,44.00,312,399,711.00,上林里,雙溪區
,990,8.7741935483871,31.00,192,272,464.00,外柑里,雙溪區
,991,15.6428571428571,14.00,172,219,391.00,長源里,雙溪區
,992,6.65882352941177,85.00,537,566,"1,103.00",泰平里,雙溪區
,993,5.29473684210526,95.00,499,503,"1,002.00",貢寮里,貢寮區
,994,8.12820512820513,39.00,191,317,508.00,吉林里,貢寮區
,995,7.78947368421053,57.00,360,444,804.00,雙玉里,貢寮區
,996,9.5,28.00,199,266,465.00,龍崗里,貢寮區
,997,5.7910447761194,67.00,375,388,763.00,龍門里,貢寮區
,998,6.83941605839416,137.00,987,937,"1,924.00",福隆里,貢寮區
,999,5.77906976744186,172.00,971,994,"1,965.00",仁里里,貢寮區
,1000,6.53409090909091,176.00,1213,1150,"2,363.00",真理里,貢寮區
,1001,8.12727272727273,55.00,538,447,985.00,福連里,貢寮區
,1002,12.2,40.00,359,488,847.00,美豐里,貢寮區
,1003,7.58441558441558,77.00,550,584,"1,134.00",和美里,貢寮區
,1004,4.6551724137931,58.00,303,270,573.00,和平里,金山區
,1005,5.98507462686567,67.00,429,401,830.00,大同里,金山區
,1006,14.4285714285714,21.00,293,303,596.00,豐漁里,金山區
,1007,8.54098360655738,122.00,1047,1042,"2,089.00",磺港里,金山區
,1008,5.41379310344828,406.00,2428,2198,"4,626.00",美田里,金山區
,1009,5.37566137566138,189.00,975,1016,"1,991.00",五湖里,金山區
,1010,4.76158940397351,151.00,685,719,"1,404.00",重和里,金山區
,1011,6.27027027027027,37.00,221,232,453.00,兩湖里,金山區
,1012,7.50909090909091,55.00,329,413,742.00,六股里,金山區
,1013,7.57777777777778,45.00,396,341,737.00,三界里,金山區
,1014,7.828125,64.00,446,501,947.00,清泉里,金山區
,1015,5.42553191489362,47.00,275,255,530.00,萬壽里,金山區
,1016,5.45454545454545,22.00,91,120,211.00,西湖里,金山區
,1017,10.2,35.00,302,357,659.00,永興里,金山區
,1018,4.93827160493827,567.00,3028,2800,"5,828.00",金美里,金山區
,1019,5.71621621621622,444.00,2624,2538,"5,162.00",萬里里,萬里區
,1020,5.24014336917563,279.00,1421,1462,"2,883.00",龜吼里,萬里區
,1021,6.89655172413793,261.00,1915,1800,"3,715.00",野柳里,萬里區
,1022,7.23451327433628,226.00,1580,1635,"3,215.00",大鵬里,萬里區
,1023,8,44.00,300,352,652.00,磺潭里,萬里區
,1024,7.8961038961039,77.00,490,608,"1,098.00",雙興里,萬里區
,1025,9.64285714285714,42.00,330,405,735.00,溪底里,萬里區
,1026,6.02439024390244,41.00,227,247,474.00,崁脚里,萬里區
,1027,8.32051282051282,78.00,661,649,"1,310.00",中幅里,萬里區
,1028,5.53020134228188,298.00,1643,1648,"3,291.00",北基里,萬里區
,1029,4.44481605351171,299.00,1393,1329,"2,722.00",烏來里,烏來區
,1030,5.2816091954023,174.00,915,919,"1,834.00",忠治里,烏來區
,1031,10.8611111111111,36.00,368,391,759.00,福山里,烏來區
,1033,11.5833333333333,12.00,111,139,250.00,孝義里,烏來區
,1,,,人口數-女,人口數-男,人口數,村里,區域別
